case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
6B02123505,Baltimore City District Court 1400 North Ave.,CR,2011-06-03,66655,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105165223,STATEMENT OF CHARGES,2011-06-03,06/03/2011,CLOSED,TRIAL,2011
6B02123624,Baltimore City District Court 1400 North Ave.,CR,2011-06-01,66360,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105162773,STATEMENT OF CHARGES,2011-06-01,06/01/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02123750,Baltimore City District Court 1400 North Ave.,CR,2011-06-01,66389,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105162961,STATEMENT OF CHARGES,2011-06-01,06/01/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02123785,Baltimore City District Court 700 Patapsco Ave.,CR,2011-06-02,63760,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105163613,STATEMENT OF CHARGES,2011-06-02,06/02/2011,CLOSED,TRIAL,2011
6B02124121,Baltimore City District Court 5800 Wabash Ave,CR,2011-06-07,67258,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105171125,STATEMENT OF CHARGES,2011-06-07,06/07/2011,CLOSED,TRIAL,2011
6B02125304,Baltimore City District Court 1400 North Ave.,CR,2011-06-18,65871,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105183563,STATEMENT OF CHARGES,2011-06-18,06/18/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02128209,Baltimore City District Court 1400 North Ave.,CR,2011-07-08,69783,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105206976,STATEMENT OF CHARGES,2011-07-08,07/08/2011,CLOSED,TRIAL,2011
6B02128342,Baltimore City District Court 1400 North Ave.,CR,2011-07-16,70505,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105215962,STATEMENT OF CHARGES,2011-07-16,07/16/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02128356,Baltimore City District Court 1400 North Ave.,CR,2011-07-10,69248,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105209091,STATEMENT OF CHARGES,2011-07-10,07/10/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02128433,Baltimore City District Court 1400 North Ave.,CR,2011-07-08,70189,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105207002,STATEMENT OF CHARGES,2011-07-08,07/08/2011,CLOSED,TRIAL,2011
6B02128510,Baltimore City District Court 1400 North Ave.,CR,2011-07-14,234377,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105213055,STATEMENT OF CHARGES,2011-07-14,07/14/2011,CLOSED,TRIAL,2011
6B02128685,Baltimore City District Court 1400 North Ave.,CR,2011-07-16,71308,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105216161,STATEMENT OF CHARGES,2011-07-16,07/16/2011,CLOSED,TRIAL,2011
6B02130022,Baltimore City District Court 1400 North Ave.,CR,2011-07-21,70866,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105221536,STATEMENT OF CHARGES,2011-07-21,07/21/2011,CLOSED,TRIAL,2011
6B02130064,Baltimore City District Court 5800 Wabash Ave,CR,2011-07-22,71346,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105223323,STATEMENT OF CHARGES,2011-07-22,07/22/2011,CLOSED,TRIAL,2011
6B02130246,Baltimore City District Court 1400 North Ave.,CR,2011-07-23,71648,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105225272,STATEMENT OF CHARGES,2011-07-23,07/23/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02130393,Baltimore City District Court 1400 North Ave.,CR,2011-07-26,72226,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105228385,STATEMENT OF CHARGES,2011-07-26,07/26/2011,CLOSED,TRIAL,2011
6B02130799,Baltimore City District Court 700 Patapsco Ave.,CR,2011-07-30,68469,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105232482,STATEMENT OF CHARGES,2011-07-30,07/30/2011,CLOSED,TRIAL,2011
6B02130834,Baltimore City District Court 1400 North Ave.,CR,2011-07-29,236454,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105231502,STATEMENT OF CHARGES,2011-07-29,07/29/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02131142,Baltimore City District Court 5800 Wabash Ave,CR,2011-08-04,72834,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105237603,STATEMENT OF CHARGES,2011-08-04,08/04/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02131723,Baltimore City District Court 1400 North Ave.,CR,2011-08-09,72615,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105243564,STATEMENT OF CHARGES,2011-08-09,08/09/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02131898,Baltimore City District Court 700 Patapsco Ave.,CR,2011-08-10,73125,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105244566,STATEMENT OF CHARGES,2011-08-10,08/10/2011,CLOSED,TRIAL,2011
6B02131996,Baltimore City District Court 700 Patapsco Ave.,CR,2011-08-10,73238,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105244382,STATEMENT OF CHARGES,2011-08-10,08/10/2011,CLOSED,TRIAL,2011
6B02132367,Baltimore City District Court 1400 North Ave.,CR,2011-08-14,73559,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105250251,STATEMENT OF CHARGES,2011-08-14,08/14/2011,CLOSED,TRIAL,2011
6B02136539,Baltimore City District Court 5800 Wabash Ave,CR,2011-08-18,74368,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105254064,STATEMENT OF CHARGES,2011-08-18,08/18/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02136553,Baltimore City District Court 700 Patapsco Ave.,CR,2011-08-25,74822,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105261786,STATEMENT OF CHARGES,2011-08-25,08/25/2011,CLOSED,TRIAL,2011
6B02136637,Baltimore City District Court 1400 North Ave.,CR,2011-08-18,74853,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105254300,STATEMENT OF CHARGES,2011-08-18,08/18/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02136735,Baltimore City District Court 5800 Wabash Ave,CR,2011-08-18,74363,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105253994,STATEMENT OF CHARGES,2011-08-18,08/18/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02137372,Baltimore City District Court 1400 North Ave.,CR,2011-08-23,70949,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105259701,STATEMENT OF CHARGES,2011-08-23,08/23/2011,CLOSED,TRIAL,2011
6B02137883,Baltimore City District Court 700 Patapsco Ave.,CR,2011-09-01,76044,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105269744,STATEMENT OF CHARGES,2011-09-01,09/01/2011,CLOSED,TRIAL,2011
6B02138065,Baltimore City District Court 1400 North Ave.,CR,2011-09-04,76221,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105273583,STATEMENT OF CHARGES,2011-09-04,09/04/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02138163,Baltimore City District Court 700 Patapsco Ave.,CR,2011-09-08,75842,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105277260,STATEMENT OF CHARGES,2011-09-08,09/08/2011,CLOSED,TRIAL,2011
6B02138268,Baltimore City District Court 1400 North Ave.,CR,2011-09-06,76612,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105275484,STATEMENT OF CHARGES,2011-09-06,09/06/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02138730,Baltimore City District Court 5800 Wabash Ave,CR,2011-09-11,75942,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105280911,STATEMENT OF CHARGES,2011-09-11,09/11/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02139003,Baltimore City District Court 700 Patapsco Ave.,CR,2011-09-14,72569,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105283486,STATEMENT OF CHARGES,2011-09-14,09/14/2011,CLOSED,TRIAL,2011
6B02139402,Baltimore City District Court 5800 Wabash Ave,CR,2011-09-16,236455,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105286522,STATEMENT OF CHARGES,2011-09-16,09/16/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02140039,Baltimore City District Court 700 Patapsco Ave.,CR,2011-09-21,77351,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105292214,STATEMENT OF CHARGES,2011-09-21,09/21/2011,CLOSED,TRIAL,2011
6B02140151,Baltimore City District Court 5800 Wabash Ave,CR,2011-09-22,77634,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105293986,STATEMENT OF CHARGES,2011-09-22,09/22/2011,CLOSED,TRIAL,2011
6B02140382,Baltimore City District Court 1400 North Ave.,CR,2011-09-30,77669,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105303462,STATEMENT OF CHARGES,2011-09-30,09/30/2011,CLOSED,TRIAL,2011
6B02140480,Baltimore City District Court 1400 North Ave.,CR,2011-10-05,78977,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105308351,STATEMENT OF CHARGES,2011-10-05,10/05/2011,CLOSED,TRIAL,2011
6B02143756,Baltimore City District Court 5800 Wabash Ave,CR,2011-10-07,78684,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105310473,STATEMENT OF CHARGES,2011-10-07,10/07/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02144659,Baltimore City District Court 700 Patapsco Ave.,CR,2011-10-15,78962,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105320295,STATEMENT OF CHARGES,2011-10-15,10/15/2011,CLOSED,TRIAL,2011
6B02144911,Baltimore City District Court 1400 North Ave.,CR,2011-10-12,237438,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105316843,STATEMENT OF CHARGES,2011-10-12,10/12/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02145051,Baltimore City District Court 1400 North Ave.,CR,2011-10-18,237404,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105323180,STATEMENT OF CHARGES,2011-10-18,10/18/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02145282,Baltimore City District Court 700 Patapsco Ave.,CR,2011-11-03,239695,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105341026,STATEMENT OF CHARGES,2011-11-03,11/03/2011,CLOSED,TRIAL,2011
6B02145842,Baltimore City District Court 5800 Wabash Ave,CR,2011-10-27,78100,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105333455,STATEMENT OF CHARGES,2011-10-27,10/27/2011,CLOSED,TRIAL,2011
6B02145961,Baltimore City District Court 1400 North Ave.,CR,2011-10-30,236889,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105337294,STATEMENT OF CHARGES,2011-10-30,10/30/2011,CLOSED,TRIAL,2011
6B02146101,Baltimore City District Court 1400 North Ave.,CR,2011-10-27,79863,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105334074,STATEMENT OF CHARGES,2011-10-27,10/27/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02146724,Baltimore City District Court 5800 Wabash Ave,CR,2011-11-05,82155,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105344736,STATEMENT OF CHARGES,2011-11-05,11/05/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02146871,Baltimore City District Court 1400 North Ave.,CR,2011-11-05,82014,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105344644,STATEMENT OF CHARGES,2011-11-05,11/05/2011,CLOSED,TRIAL,2011
6B02146913,Baltimore City District Court 700 Patapsco Ave.,CR,2011-11-04,81526,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105343734,STATEMENT OF CHARGES,2011-11-04,11/04/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02146927,Baltimore City District Court 1400 North Ave.,CR,2011-11-05,78820,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105344250,STATEMENT OF CHARGES,2011-11-05,11/05/2011,CLOSED,TRIAL,2011
6B02147151,Baltimore City District Court 5800 Wabash Ave,CR,2011-11-06,82948,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105345392,STATEMENT OF CHARGES,2011-11-06,11/06/2011,CLOSED,TRIAL,2011
6B02147571,Baltimore City District Court 700 Patapsco Ave.,CR,2011-11-17,82670,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105355936,STATEMENT OF CHARGES,2011-11-17,11/17/2011,CLOSED,TRIAL,2011
6B02147641,Baltimore City District Court 700 Patapsco Ave.,CR,2011-11-16,81777,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105354794,STATEMENT OF CHARGES,2011-11-16,11/16/2011,CLOSED,TRIAL,2011
6B02147697,Baltimore City District Court 1400 North Ave.,CR,2011-11-19,82369,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105357933,STATEMENT OF CHARGES,2011-11-19,11/19/2011,CLOSED,TRIAL,2011
6B02147753,Baltimore City District Court 700 Patapsco Ave.,CR,2011-11-15,238285,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105353571,STATEMENT OF CHARGES,2011-11-15,11/15/2011,CLOSED,TRIAL,2011
6B02148138,Baltimore City District Court 1400 North Ave.,CR,2011-11-19,242877,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105358191,STATEMENT OF CHARGES,2011-11-19,11/19/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02148950,Baltimore City District Court 5800 Wabash Ave,CR,2011-12-02,238435,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105370124,STATEMENT OF CHARGES,2011-12-02,12/02/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02149097,Baltimore City District Court 5800 Wabash Ave,CR,2011-12-01,241014,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105368105,STATEMENT OF CHARGES,2011-12-01,12/01/2011,CLOSED,TRIAL,2011
6B02149111,Baltimore City District Court 700 Patapsco Ave.,CR,2011-12-01,83847,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105368805,STATEMENT OF CHARGES,2011-12-01,12/01/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02149146,Baltimore City District Court 1400 North Ave.,CR,2011-12-02,241315,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105370065,STATEMENT OF CHARGES,2011-12-02,12/02/2011,CLOSED,TRIAL,2011
6B02149244,Baltimore City District Court 1400 North Ave.,CR,2011-12-04,83738,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105372751,STATEMENT OF CHARGES,2011-12-04,12/04/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02149258,Baltimore City District Court 1400 North Ave.,CR,2011-12-03,83621,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105371126,STATEMENT OF CHARGES,2011-12-03,12/03/2011,CLOSED,TRIAL,2011
6B02151400,Baltimore City District Court 700 Patapsco Ave.,CR,2011-12-09,84662,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105376796,STATEMENT OF CHARGES,2011-12-09,12/09/2011,CLOSED,TRIAL,2011
6B02151722,Baltimore City District Court 1400 North Ave.,CR,2011-12-20,82310,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105386762,STATEMENT OF CHARGES,2011-12-20,12/20/2011,CLOSED,TRIAL,2011
6B02152142,Baltimore City District Court 1400 North Ave.,CR,2011-12-18,84535,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105385524,STATEMENT OF CHARGES,2011-12-18,12/18/2011,CLOSED,FORWARDED TO CIRCUIT COURT,2011
6B02152359,Baltimore City District Court 1400 North Ave.,CR,2011-12-27,85599,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105392760,STATEMENT OF CHARGES,2011-12-27,12/27/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02152429,Baltimore City District Court 1400 North Ave.,CR,2011-12-27,85065,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,116105392745,STATEMENT OF CHARGES,2011-12-27,12/27/2011,CLOSED,JURY TRIAL PRAYED,2011
6B02153276,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-06,83362,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105403281,STATEMENT OF CHARGES,2012-01-06,01/06/2012,CLOSED,TRIAL,2012
6B02153850,Baltimore City District Court 1400 North Ave.,CR,2012-01-13,86606,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105410900,STATEMENT OF CHARGES,2012-01-13,01/13/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02154004,Baltimore City District Court 1400 North Ave.,CR,2012-01-13,86951,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105410826,STATEMENT OF CHARGES,2012-01-13,01/13/2012,CLOSED,TRIAL,2012
6B02154165,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-14,84363,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105412790,STATEMENT OF CHARGES,2012-01-14,01/14/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02154333,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-18,240850,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105415586,STATEMENT OF CHARGES,2012-01-18,01/18/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02154403,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-17,86224,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105414433,STATEMENT OF CHARGES,2012-01-17,01/17/2012,CLOSED,TRIAL,2012
6B02155894,Baltimore City District Court 5800 Wabash Ave,CR,2012-03-23,91865,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,121001163776,WARRANT,2012-03-23,03/23/2012,CLOSED,TRIAL,2012
6B02156608,Baltimore City District Court 1400 North Ave.,CR,2012-01-21,84819,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105419101,STATEMENT OF CHARGES,2012-01-21,01/21/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02156839,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-26,85730,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105423636,STATEMENT OF CHARGES,2012-01-26,01/26/2012,CLOSED,TRIAL,2012
6B02156979,Baltimore City District Court 5800 Wabash Ave,CR,2012-02-07,240320,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105436682,STATEMENT OF CHARGES,2012-02-07,02/07/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02157035,Baltimore City District Court 1400 North Ave.,CR,2012-01-25,88633,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105422262,STATEMENT OF CHARGES,2012-01-25,01/25/2012,CLOSED,TRIAL,2012
6B02157259,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-28,88311,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105426016,STATEMENT OF CHARGES,2012-01-28,01/28/2012,CLOSED,TRIAL,2012
6B02157420,Baltimore City District Court 5800 Wabash Ave,CR,2012-01-29,88337,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105427324,STATEMENT OF CHARGES,2012-01-29,01/29/2012,CLOSED,TRIAL,2012
6B02157427,Baltimore City District Court 1400 North Ave.,CR,2012-01-29,87684,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105427733,STATEMENT OF CHARGES,2012-01-29,01/29/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02157497,Baltimore City District Court 700 Patapsco Ave.,CR,2012-01-29,87918,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105427825,STATEMENT OF CHARGES,2012-01-29,01/29/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02157504,Baltimore City District Court 700 Patapsco Ave.,CR,2012-02-11,90378,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105442050,STATEMENT OF CHARGES,2012-02-11,02/11/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02157546,Baltimore City District Court 700 Patapsco Ave.,CR,2012-02-15,88587,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105445513,STATEMENT OF CHARGES,2012-02-15,02/15/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02160045,Baltimore City District Court 700 Patapsco Ave.,CR,2012-02-04,85759,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105434840,STATEMENT OF CHARGES,2012-02-04,02/04/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02160129,Baltimore City District Court 1400 North Ave.,CR,2012-02-04,85281,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105434873,STATEMENT OF CHARGES,2012-02-04,02/04/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02160521,Baltimore City District Court 1400 North Ave.,CR,2012-02-19,88827,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105449540,STATEMENT OF CHARGES,2012-02-19,02/19/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02160570,Baltimore City District Court 1400 North Ave.,CR,2012-02-22,241263,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105452421,STATEMENT OF CHARGES,2012-02-22,02/22/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02160724,Baltimore City District Court 700 Patapsco Ave.,CR,2012-02-29,90675,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105458695,STATEMENT OF CHARGES,2012-02-29,02/29/2012,CLOSED,TRIAL,2012
6B02160983,Baltimore City District Court 700 Patapsco Ave.,CR,2012-02-29,91660,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105459023,STATEMENT OF CHARGES,2012-02-29,02/29/2012,CLOSED,TRIAL,2012
6B02161879,Baltimore City District Court 700 Patapsco Ave.,CR,2012-03-08,91245,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105467316,STATEMENT OF CHARGES,2012-03-08,03/08/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02163951,Baltimore City District Court 700 Patapsco Ave.,CR,2012-04-02,93932,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105498444,STATEMENT OF CHARGES,2012-04-02,04/02/2012,CLOSED,TRIAL,2012
6B02164665,Baltimore City District Court 5800 Wabash Ave,CR,2012-03-23,92597,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105486415,STATEMENT OF CHARGES,2012-03-23,03/23/2012,CLOSED,TRIAL,2012
6B02167514,Baltimore City District Court 700 Patapsco Ave.,CR,2012-03-28,93503,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105492004,STATEMENT OF CHARGES,2012-03-28,03/28/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02167577,Baltimore City District Court 1400 North Ave.,CR,2012-04-08,243017,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105504873,STATEMENT OF CHARGES,2012-04-08,04/08/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02167787,Baltimore City District Court 5800 Wabash Ave,CR,2012-03-28,93160,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105492402,STATEMENT OF CHARGES,2012-03-28,03/28/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02168060,Baltimore City District Court 1400 North Ave.,CR,2012-03-30,248218,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105494126,STATEMENT OF CHARGES,2012-03-30,03/30/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02168067,Baltimore City District Court 1400 North Ave.,CR,2012-03-30,246122,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105494572,STATEMENT OF CHARGES,2012-03-30,03/30/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02168732,Baltimore City District Court 1400 North Ave.,CR,2012-04-06,248538,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105502880,STATEMENT OF CHARGES,2012-04-06,04/06/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02169278,Baltimore City District Court 700 Patapsco Ave.,CR,2012-04-12,92321,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105508465,STATEMENT OF CHARGES,2012-04-12,04/12/2012,CLOSED,TRIAL,2012
6B02169397,Baltimore City District Court 5800 Wabash Ave,CR,2012-04-12,94379,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105507861,STATEMENT OF CHARGES,2012-04-12,04/12/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02169838,Baltimore City District Court 5800 Wabash Ave,CR,2012-04-20,244730,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105517020,STATEMENT OF CHARGES,2012-04-20,04/20/2012,CLOSED,TRIAL,2012
6B02169999,Baltimore City District Court 1400 North Ave.,CR,2012-04-27,246701,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105524963,STATEMENT OF CHARGES,2012-04-27,04/27/2012,CLOSED,TRIAL,2012
6B02170209,Baltimore City District Court 5800 Wabash Ave,CR,2012-04-21,243741,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105518862,STATEMENT OF CHARGES,2012-04-21,04/21/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02170300,Baltimore City District Court 700 Patapsco Ave.,CR,2012-04-24,94583,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105521883,STATEMENT OF CHARGES,2012-04-24,04/24/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02170426,Baltimore City District Court 1400 North Ave.,CR,2012-04-25,93106,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105522336,STATEMENT OF CHARGES,2012-04-25,04/25/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
