trafficid,chargeid,describe35,describe70,describe100,date_begin,date_end,article,section,subsec,paragraph,code,fine,finetype,mod_date,new_date,last_revised,scrape_date
2289,16077,FAILURE TO USE PRIMARY CONNECTING S,FAILURE TO USE PRIMARY CONNECTING SYSTEM THAT PREVENTS GREATER THAN 6,FAILURE TO USE PRIMARY CONNECTING SYSTEM THAT PREVENTS GREATER THAN 6 IN. SIDE SWAY,2008-10-01,2010-09-30,TA,24,107,g,,60,G,2010-09-30,2009-06-10,2020-05-07,2020-06-03
2289,17250,FAILURE TO USE PRIMARY CONNECTING S,FAILURE TO USE PRIMARY CONNECTING SYSTEM THAT PREVENTS GREATER THAN 6,FAILURE TO USE PRIMARY CONNECTING SYSTEM THAT PREVENTS GREATER THAN 6 IN. SIDE SWAY,2010-10-01,NA,TA,24,107,g,,70,G,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2290,16078,FAILURE TO DISPLAY WARNING FLAG ON,FAILURE TO DISPLAY WARNING FLAG ON TOWING CONNECTION AS REQUIRED,FAILURE TO DISPLAY WARNING FLAG ON TOWING CONNECTION AS REQUIRED,2008-10-01,2010-09-30,TA,24,107,h,,60,G,2010-09-30,2009-06-10,2020-05-07,2020-06-03
2290,17251,FAILURE TO DISPLAY WARNING FLAG ON,FAILURE TO DISPLAY WARNING FLAG ON TOWING CONNECTION AS REQUIRED,FAILURE TO DISPLAY WARNING FLAG ON TOWING CONNECTION AS REQUIRED,2010-10-01,NA,TA,24,107,h,,70,G,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2291,16079,OPERATING A VEHICLE IN COMBINATION,OPERATING A VEHICLE IN COMBINATION WITH MORE THAN ONE OTHER VEHICLE,OPERATING A VEHICLE IN COMBINATION WITH MORE THAN ONE OTHER VEHICLE,2008-10-01,2010-09-30,TA,24,107,i,,60,G,2010-09-30,2009-06-10,2020-05-07,2020-06-03
2291,17252,OPERATING A VEHICLE IN COMBINATION,OPERATING A VEHICLE IN COMBINATION WITH MORE THAN ONE OTHER VEHICLE,OPERATING A VEHICLE IN COMBINATION WITH MORE THAN ONE OTHER VEHICLE,2010-10-01,NA,TA,24,107,i,,70,G,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1909,20703,EXCEEDING GROSS VEH. WT. LIMIT ALLO,EXCEEDING GROSS VEH. WT. LIMIT ALLOWED,EXCEEDING GROSS VEH. WT. LIMIT ALLOWED,NA,1986-07-01,TA,24,108,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1909,5367,EXCEEDING GROSS VEH. WT. LIMIT ALLO,EXCEEDING GROSS VEH. WT. LIMIT ALLOWED,EXCEEDING GROSS VEH. WT. LIMIT ALLOWED,1981-07-01,1986-06-30,TA,24,108,,,100,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2352,17632,EXCEEDING ALLOWABLE AXLE WEIGHT,EXCEEDING ALLOWABLE AXLE WEIGHT,EXCEEDING ALLOWABLE AXLE WEIGHT,2011-10-01,2019-09-30,TA,24,108,a1,,25,M,2011-09-30,2011-09-30,2020-05-07,2020-06-03
2352,21205,EXCEEDING ALLOWABLE AXLE WEIGHT,EXCEEDING ALLOWABLE AXLE WEIGHT,EXCEEDING ALLOWABLE AXLE WEIGHT,2019-10-01,NA,TA,24,108,a1,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
2353,17633,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 73,000 LBS. FOR OTHER THAN (PICK","DRIVING VEH. WITH GROSS WT. EXCEEDING 73,000 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",2011-10-01,NA,TA,24,108,a3,,140,F,2011-09-30,2011-09-30,2020-05-07,2020-06-03
1910,20704,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,NA,2011-10-01,TA,24,108,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1910,5370,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,1985-07-01,1988-06-30,TA,24,108,b,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1910,5369,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,1988-07-01,1993-06-30,TA,24,108,b,,60,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1910,5368,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,1993-07-01,2009-09-30,TA,24,108,b,,15,M,2009-07-17,1998-11-10,2020-05-07,2020-06-03
1910,16140,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,EXCEEDING ALLOWABLE AXLE WT.,2009-10-01,2011-09-30,TA,24,108,b,,25,M,2011-09-30,2009-07-17,2020-05-07,2020-06-03
1911,20705,EXCEEDING GROSS WT. LIMITATIONS PER,EXCEEDING GROSS WT. LIMITATIONS PER AXLE/LOAD LIMITS PER AXLE,EXCEEDING GROSS WT. LIMITATIONS PER AXLE/LOAD LIMITS PER AXLE,NA,1986-07-01,TA,24,108,b,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1911,5371,EXCEEDING GROSS WT. LIMITATIONS PER,EXCEEDING GROSS WT. LIMITATIONS PER AXLE/LOAD LIMITS PER AXLE,EXCEEDING GROSS WT. LIMITATIONS PER AXLE/LOAD LIMITS PER AXLE,1982-07-01,1986-06-30,TA,24,108,b,A,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1912,20706,DR. VEH. GROSS MAX. WT. EXCEEDING 7,"DR. VEH. GROSS MAX. WT. EXCEEDING 73,000 LBS. PUR-POSE OTHER DELIVERY/","DR. VEH. GROSS MAX. WT. EXCEEDING 73,000 LBS. PUR-POSE OTHER DELIVERY/PICK UP USING UNAUTHORIZED RT.",NA,1986-07-01,TA,24,108,b,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1912,5372,DR. VEH. GROSS MAX. WT. EXCEEDING 7,"DR. VEH. GROSS MAX. WT. EXCEEDING 73,000 LBS. PUR-POSE OTHER DELIVERY/","DR. VEH. GROSS MAX. WT. EXCEEDING 73,000 LBS. PUR-POSE OTHER DELIVERY/PICK UP USING UNAUTHORIZED RT.",1985-07-01,1986-06-30,TA,24,108,b,B,100,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
1913,20707,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",NA,2011-10-01,TA,24,108,b3,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1913,5375,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",1991-07-01,1995-09-30,TA,24,108,b3,,110,F,2010-09-30,1998-11-10,2020-05-07,2020-06-03
1913,5374,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",1995-10-01,1996-09-30,TA,24,108,b3,,115,F,2010-09-30,1998-11-10,2020-05-07,2020-06-03
1913,5373,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",1996-10-01,2003-06-30,TA,24,108,b3,,120,F,2010-09-30,1998-11-10,2020-05-07,2020-06-03
1913,13764,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",2003-07-01,2005-09-30,TA,24,108,b3,,125,F,2010-09-30,2003-10-03,2020-05-07,2020-06-03
1913,15249,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",2005-10-01,2010-09-30,TA,24,108,b3,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1913,17514,DRIVING VEH. WITH GROSS WT. EXCEEDI,"DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKU","DRIVING VEH. WITH GROSS WT. EXCEEDING 7,300 LBS. FOR OTHER THAN (PICKUP,DELIVERY) USING UNAUTH RTE.",2010-10-01,2011-09-30,TA,24,108,b3,,140,F,2011-09-30,2010-09-30,2020-05-07,2020-06-03
1914,20708,"DR. VEH. GROSS MAX. WT. EXC. 7,300","DR. VEH. GROSS MAX. WT. EXC. 7,300 LBS. FOR PUR- POSE OTHER THAN DELIV","DR. VEH. GROSS MAX. WT. EXC. 7,300 LBS. FOR PUR- POSE OTHER THAN DELIVERY/PICK-UP USING UNAUTH. RT.",NA,1988-07-01,TA,24,108,c,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1914,5376,"DR. VEH. GROSS MAX. WT. EXC. 7,300","DR. VEH. GROSS MAX. WT. EXC. 7,300 LBS. FOR PUR- POSE OTHER THAN DELIV","DR. VEH. GROSS MAX. WT. EXC. 7,300 LBS. FOR PUR- POSE OTHER THAN DELIVERY/PICK-UP USING UNAUTH. RT.",1985-07-01,1988-06-30,TA,24,108,c,,100,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2348,17585,"(OVER-THE-ROAD BUS,VEH) USED AS INT","(OVER-THE-ROAD BUS,VEH) USED AS INTRASTATE PUBLIC TRANSIT PASS. BUS EX","(OVER-THE-ROAD BUS,VEH) USED AS INTRASTATE PUBLIC TRANSIT PASS. BUS EXC (WEIGHT LIMIT,TIRE CAPACITY)",2011-10-01,NA,TA,24,108,d,,140,F,2011-08-09,2011-08-09,2020-05-07,2020-06-03
1915,20709,EXCEEDING MAX. GROSS WT. ALLOWABLE,EXCEEDING MAX. GROSS WT. ALLOWABLE VEH./ COMBINATION VEHS.,EXCEEDING MAX. GROSS WT. ALLOWABLE VEH./ COMBINATION VEHS.,NA,1985-07-01,TA,24,109,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1915,5377,EXCEEDING MAX. GROSS WT. ALLOWABLE,EXCEEDING MAX. GROSS WT. ALLOWABLE VEH./ COMBINATION VEHS.,EXCEEDING MAX. GROSS WT. ALLOWABLE VEH./ COMBINATION VEHS.,1983-07-01,1985-06-30,TA,24,109,,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1916,20710,COMBINATION OF VEHS. CARRYING MANIF,COMBINATION OF VEHS. CARRYING MANIFESTED INTER- NATIONAL FREIGHT OP OF,COMBINATION OF VEHS. CARRYING MANIFESTED INTER- NATIONAL FREIGHT OP OFF INTERSTATE/STATE HWY SYS.,NA,1991-07-01,TA,24,109,a5,2,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1916,5378,COMBINATION OF VEHS. CARRYING MANIF,COMBINATION OF VEHS. CARRYING MANIFESTED INTER- NATIONAL FREIGHT OP OF,COMBINATION OF VEHS. CARRYING MANIFESTED INTER- NATIONAL FREIGHT OP OFF INTERSTATE/STATE HWY SYS.,1988-07-01,1991-06-30,TA,24,109,a5,2,105,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1917,20711,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,NA,2014-10-01,TA,24,109,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1917,5381,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,1987-07-01,1988-06-30,TA,24,109,b,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1917,5380,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,1988-07-01,1993-06-30,TA,24,109,b,,60,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1917,5379,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,1993-07-01,2014-09-30,TA,24,109,b,,25,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1918,20712,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,NA,2014-09-30,TA,24,109,c,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1918,5382,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,1985-07-01,1986-06-30,TA,24,109,c,,50,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1918,18771,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,2014-10-01,2019-09-30,TA,24,109,c,,25,M,2014-09-30,2014-09-30,2020-05-07,2020-06-03
1918,21206,EXCEEDING PERMISSIBLE VEH. OVERALL,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,EXCEEDING PERMISSIBLE VEH. OVERALL GROSS WT.,2019-10-01,NA,TA,24,109,c,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
1919,20713,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WIT","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WITH THREE OR MORE AXLES",NA,2014-10-01,TA,24,109,d,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1919,5385,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WIT","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WITH THREE OR MORE AXLES",1986-07-01,1988-06-30,TA,24,109,d,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1919,5384,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WIT","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WITH THREE OR MORE AXLES",1988-07-01,1993-06-30,TA,24,109,d,,60,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1919,5383,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WIT","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEH)WITH THREE OR MORE AXLES",1993-07-01,2014-09-30,TA,24,109,d,,25,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1920,5388,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)",1986-07-01,1988-06-30,TA,24,109,e,,50,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1920,5387,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)",1988-07-01,1993-06-30,TA,24,109,e,,60,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1920,5386,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)",1993-07-01,2014-09-30,TA,24,109,e,,25,M,2014-09-30,1998-11-10,2020-05-07,2020-06-03
1920,18772,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)",2014-10-01,2019-09-30,TA,24,109,e,,25,M,2014-09-30,2014-09-30,2020-05-07,2020-06-03
1920,21207,EXCEEDING PERMISSIBLE VEH. OVERALL,"EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)","EXCEEDING PERMISSIBLE VEH. OVERALL WT FOR (VEH, COMBINATION OF VEHS)",2019-10-01,NA,TA,24,109,e,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
2425,18758,MOVING TRAILER ON HWY. WITH METAL T,"MOVING TRAILER ON HWY. WITH METAL TIRES AND GROSS WT. OF MORE THAN 6,0","MOVING TRAILER ON HWY. WITH METAL TIRES AND GROSS WT. OF MORE THAN 6,000 LBS",2014-10-01,2019-09-30,TA,24,109,f,,25,M,2014-09-30,2014-09-30,2020-05-07,2020-06-03
2425,21208,MOVING TRAILER ON HWY. WITH METAL T,"MOVING TRAILER ON HWY. WITH METAL TIRES AND GROSS WT. OF MORE THAN 6,0","MOVING TRAILER ON HWY. WITH METAL TIRES AND GROSS WT. OF MORE THAN 6,000 LBS",2019-10-01,NA,TA,24,109,f,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
2590,21193,VEH. ISSUED PERM UND. TR 24-113.3 T,VEH. ISSUED PERM UND. TR 24-113.3 TRAVELING ALONG DES. HVY WT PORT COR,"VEH. ISSUED PERM UND. TR 24-113.3 TRAVELING ALONG DES. HVY WT PORT CORR. EXCEEDING 100,000 LBS",2019-10-01,NA,TA,24,109,i,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
1921,20714,FAILURE OBEY SIGN/DIRECTION POLICE,FAILURE OBEY SIGN/DIRECTION POLICE STOP SUBMIT MEASUREMENT/WEIGHING,FAILURE OBEY SIGN/DIRECTION POLICE STOP SUBMIT MEASUREMENT/WEIGHING,NA,1986-07-01,TA,24,111,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1921,5389,FAILURE OBEY SIGN/DIRECTION POLICE,FAILURE OBEY SIGN/DIRECTION POLICE STOP SUBMIT MEASUREMENT/WEIGHING,FAILURE OBEY SIGN/DIRECTION POLICE STOP SUBMIT MEASUREMENT/WEIGHING,1981-07-01,1986-06-30,TA,24,111,,,500,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1922,5392,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",1991-07-01,1995-09-30,TA,24,111,d,,1010,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
1922,5391,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",1995-10-01,1996-09-30,TA,24,111,d,,1015,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
1922,5390,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",1996-10-01,2003-09-30,TA,24,111,d,,1020,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
1922,13765,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",2003-10-01,2004-09-30,TA,24,111,d,,1023,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1922,15250,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",2004-10-01,2010-09-30,TA,24,111,d,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1922,17253,FAIL OBEY SIGN/DIRECTION OF(UNIF PO,"FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)ST","FAIL OBEY SIGN/DIRECTION OF(UNIF POLICE OFF, ELECTSIG TO CVISN TRSP)STOP VEH FOR MEASURE/WEIGHT",2010-10-01,NA,TA,24,111,d,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1923,5395,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,1991-07-01,1995-09-30,TA,24,111,e,,1010,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1923,5394,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,1995-10-01,1996-09-30,TA,24,111,e,,1015,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1923,5393,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,1996-10-01,2003-09-30,TA,24,111,e,,1020,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1923,13766,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,2003-10-01,2004-09-30,TA,24,111,e,,1023,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1923,15251,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,2004-10-01,2010-09-30,TA,24,111,e,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1923,17254,UNAUTHORIZED DISPLAY OF SIGN FOR WE,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,UNAUTHORIZED DISPLAY OF SIGN FOR WEIGHING & MEASURING OVER WT. VEH.,2010-10-01,NA,TA,24,111,e,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1924,20715,FAILURE REMOVE LOAD,FAILURE REMOVE LOAD,FAILURE REMOVE LOAD,NA,1986-07-01,TA,24,111.1,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1924,5396,FAILURE REMOVE LOAD,FAILURE REMOVE LOAD,FAILURE REMOVE LOAD,1985-07-01,1986-06-30,TA,24,111.1,,,500,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1925,20716,FAILURE REMOVE EXCESS WT. UPON DEMA,FAILURE REMOVE EXCESS WT. UPON DEMAND POLICE,FAILURE REMOVE EXCESS WT. UPON DEMAND POLICE,NA,1986-07-01,TA,24,111.1,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1925,5397,FAILURE REMOVE EXCESS WT. UPON DEMA,FAILURE REMOVE EXCESS WT. UPON DEMAND POLICE,FAILURE REMOVE EXCESS WT. UPON DEMAND POLICE,1985-07-01,1986-06-30,TA,24,111.1,,A,500,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1926,20717,FAILURE UNLOAD EXCESS LOAD EXCEEDIN,"FAILURE UNLOAD EXCESS LOAD EXCEEDING 5,000 POUNDS PRIOR MOVING VEH.","FAILURE UNLOAD EXCESS LOAD EXCEEDING 5,000 POUNDS PRIOR MOVING VEH.",NA,1986-07-01,TA,24,111.1,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1926,5398,FAILURE UNLOAD EXCESS LOAD EXCEEDIN,"FAILURE UNLOAD EXCESS LOAD EXCEEDING 5,000 POUNDS PRIOR MOVING VEH.","FAILURE UNLOAD EXCESS LOAD EXCEEDING 5,000 POUNDS PRIOR MOVING VEH.",1985-07-01,1986-06-30,TA,24,111.1,,B,500,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1927,5401,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,1991-07-01,1995-09-30,TA,24,111.1,b,,1010,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1927,5400,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,1995-10-01,1996-09-30,TA,24,111.1,b,,1015,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
